country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
Russian Federation,2015,male,55-74 years,4443,12564884,,1368400705491
Russian Federation,2015,male,15-24 years,1928,7995706,,1368400705491
Russian Federation,2015,female,75+ years,953,6957819,,1368400705491
Russian Federation,2015,female,35-54 years,1391,21387236,,1368400705491
Russian Federation,2015,female,25-34 years,73,12264840,,1368400705491
Russian Federation,2015,female,55-74 years,162,18280577,,1368400705491
Russian Federation,2015,female,15-24 years,378,7653174,,1368400705491
Russian Federation,2015,male,5-14 years,79,7836667,,1368400705491
Russian Federation,2015,female,5-14 years,57,7464309,,1368400705491
Saint Kitts and Nevis,1990,female,15-24 years,,4900,,208740444
Saint Kitts and Nevis,1990,female,25-34 years,,2600,,208740444
Saint Kitts and Nevis,1990,female,35-54 years,,2900,,208740444
Saint Kitts and Nevis,1990,female,5-14 years,,5700,,208740444
Saint Kitts and Nevis,1990,female,55-74 years,,3300,,208740444
Saint Kitts and Nevis,1990,female,75+ years,,1000,,208740444
Saint Kitts and Nevis,1990,male,15-24 years,,4900,,208740444
Saint Kitts and Nevis,1990,male,25-34 years,,2400,,208740444
Saint Kitts and Nevis,1990,male,35-54 years,,2400,,208740444
Saint Kitts and Nevis,1990,male,5-14 years,,6000,,208740444
Saint Kitts and Nevis,1990,male,55-74 years,,2500,,208740444
Saint Kitts and Nevis,1990,male,75+ years,,500,,208740444
Saint Kitts and Nevis,1991,female,15-24 years,,4900,,209880963
Saint Kitts and Nevis,1991,female,25-34 years,,2600,,209880963
Saint Kitts and Nevis,1991,female,35-54 years,,2900,,209880963
Saint Kitts and Nevis,1991,female,5-14 years,,5700,,209880963
Saint Kitts and Nevis,1991,female,55-74 years,,3300,,209880963
Saint Kitts and Nevis,1991,female,75+ years,,1000,,209880963
Saint Kitts and Nevis,1991,male,15-24 years,,4900,,209880963
Saint Kitts and Nevis,1991,male,25-34 years,,2400,,209880963
Saint Kitts and Nevis,1991,male,35-54 years,,2400,,209880963
Saint Kitts and Nevis,1991,male,5-14 years,,6000,,209880963
Saint Kitts and Nevis,1991,male,55-74 years,,2500,,209880963
Saint Kitts and Nevis,1991,male,75+ years,,500,,209880963
Saint Kitts and Nevis,1992,female,15-24 years,,4900,,229434519
Saint Kitts and Nevis,1992,female,25-34 years,,2600,,229434519
Saint Kitts and Nevis,1992,female,35-54 years,,2900,,229434519
Saint Kitts and Nevis,1992,female,5-14 years,,5700,,229434519
Saint Kitts and Nevis,1992,female,55-74 years,,3300,,229434519
Saint Kitts and Nevis,1992,female,75+ years,,1000,,229434519
Saint Kitts and Nevis,1992,male,15-24 years,,4900,,229434519
Saint Kitts and Nevis,1992,male,25-34 years,,2400,,229434519
Saint Kitts and Nevis,1992,male,35-54 years,,2400,,229434519
Saint Kitts and Nevis,1992,male,5-14 years,,6000,,229434519
Saint Kitts and Nevis,1992,male,55-74 years,,2500,,229434519
Saint Kitts and Nevis,1992,male,75+ years,,500,,229434519
Saint Lucia,1986,male,35-54 years,3,8300,,289689704
Saint Lucia,1986,male,25-34 years,2,8400,,289689704
Saint Lucia,1986,female,15-24 years,,14800,,289689704
Saint Lucia,1986,female,25-34 years,,9700,,289689704
Saint Lucia,1986,female,35-54 years,,9800,,289689704
Saint Lucia,1986,female,5-14 years,,15200,,289689704
Saint Lucia,1986,female,55-74 years,,6300,,289689704
Saint Lucia,1986,female,75+ years,,1600,,289689704
Saint Lucia,1986,male,15-24 years,,14600,,289689704
Saint Lucia,1986,male,5-14 years,,15400,,289689704
Saint Lucia,1986,male,55-74 years,,4900,,289689704
Saint Lucia,1986,male,75+ years,,1000,,289689704
Saint Lucia,1987,male,55-74 years,3,4900,,319998987
Saint Lucia,1987,male,25-34 years,3,8900,,319998987
Saint Lucia,1987,male,35-54 years,2,8700,,319998987
Saint Lucia,1987,male,15-24 years,2,14600,,319998987
Saint Lucia,1987,female,25-34 years,1,10200,,319998987
Saint Lucia,1987,female,15-24 years,,14800,,319998987
Saint Lucia,1987,female,35-54 years,,10000,,319998987
Saint Lucia,1987,female,5-14 years,,15000,,319998987
Saint Lucia,1987,female,55-74 years,,6300,,319998987
Saint Lucia,1987,female,75+ years,,1600,,319998987
Saint Lucia,1987,male,5-14 years,,15300,,319998987
Saint Lucia,1987,male,75+ years,,1000,,319998987
Saint Lucia,1988,female,75+ years,1,1600,,366541091
Saint Lucia,1988,male,55-74 years,2,4900,,366541091
Saint Lucia,1988,female,55-74 years,2,6300,,366541091
Saint Lucia,1988,male,35-54 years,2,8800,,366541091
Saint Lucia,1988,male,25-34 years,1,9000,,366541091
Saint Lucia,1988,male,15-24 years,1,14800,,366541091
Saint Lucia,1988,female,5-14 years,1,15300,,366541091
Saint Lucia,1988,female,15-24 years,,15000,,366541091
Saint Lucia,1988,female,25-34 years,,10400,,366541091
Saint Lucia,1988,female,35-54 years,,10200,,366541091
Saint Lucia,1988,male,5-14 years,,15700,,366541091
Saint Lucia,1988,male,75+ years,,1000,,366541091
Saint Lucia,1989,male,55-74 years,2,6532,,415518112
Saint Lucia,1989,female,55-74 years,1,7188,,415518112
Saint Lucia,1989,male,25-34 years,1,9610,,415518112
Saint Lucia,1989,female,25-34 years,1,10069,,415518112
Saint Lucia,1989,male,35-54 years,1,10292,,415518112
Saint Lucia,1989,male,15-24 years,1,13777,,415518112
Saint Lucia,1989,female,15-24 years,1,14172,,415518112
Saint Lucia,1989,female,35-54 years,,10657,,415518112
Saint Lucia,1989,female,5-14 years,,16416,,415518112
Saint Lucia,1989,female,75+ years,,1924,,415518112
Saint Lucia,1989,male,5-14 years,,16552,,415518112
Saint Lucia,1989,male,75+ years,,1377,,415518112
Saint Lucia,1990,male,25-34 years,1,9974,,483962431
Saint Lucia,1990,female,25-34 years,1,10489,,483962431
Saint Lucia,1990,male,15-24 years,1,13592,,483962431
Saint Lucia,1990,female,15-24 years,,14116,,483962431
Saint Lucia,1990,female,35-54 years,,10814,,483962431
Saint Lucia,1990,female,5-14 years,,16405,,483962431
Saint Lucia,1990,female,55-74 years,,7433,,483962431
Saint Lucia,1990,female,75+ years,,2160,,483962431
Saint Lucia,1990,male,35-54 years,,10663,,483962431
Saint Lucia,1990,male,5-14 years,,16448,,483962431
Saint Lucia,1990,male,55-74 years,,6879,,483962431
Saint Lucia,1990,male,75+ years,,1564,,483962431
Saint Lucia,1991,male,75+ years,1,1687,,513753818
Saint Lucia,1991,male,25-34 years,2,10359,,513753818
Saint Lucia,1991,male,35-54 years,2,11009,,513753818
Saint Lucia,1991,male,15-24 years,1,13648,,513753818
Saint Lucia,1991,female,15-24 years,,14156,,513753818
Saint Lucia,1991,female,25-34 years,,10923,,513753818
Saint Lucia,1991,female,35-54 years,,11148,,513753818
Saint Lucia,1991,female,5-14 years,,16468,,513753818
Saint Lucia,1991,female,55-74 years,,7433,,513753818
Saint Lucia,1991,female,75+ years,,2309,,513753818
Saint Lucia,1991,male,5-14 years,,16437,,513753818
Saint Lucia,1991,male,55-74 years,,6919,,513753818
Saint Lucia,1992,male,35-54 years,7,11354,,566894749
Saint Lucia,1992,male,15-24 years,3,13607,,566894749
Saint Lucia,1992,male,55-74 years,1,6939,,566894749
Saint Lucia,1992,female,15-24 years,,14112,,566894749
Saint Lucia,1992,female,25-34 years,,11288,,566894749
Saint Lucia,1992,female,35-54 years,,11519,,566894749
Saint Lucia,1992,female,5-14 years,,16583,,566894749
Saint Lucia,1992,female,55-74 years,,7421,,566894749
Saint Lucia,1992,female,75+ years,,2460,,566894749
Saint Lucia,1992,male,25-34 years,,10682,,566894749
Saint Lucia,1992,male,5-14 years,,16444,,566894749
Saint Lucia,1992,male,75+ years,,1814,,566894749
Saint Lucia,1993,male,35-54 years,5,11725,,574870405
Saint Lucia,1993,male,25-34 years,2,10951,,574870405
Saint Lucia,1993,male,55-74 years,1,6955,,574870405
Saint Lucia,1993,female,15-24 years,,14011,,574870405
Saint Lucia,1993,female,25-34 years,,11591,,574870405
Saint Lucia,1993,female,35-54 years,,11946,,574870405
Saint Lucia,1993,female,5-14 years,,16743,,574870405
Saint Lucia,1993,female,55-74 years,,7403,,574870405
Saint Lucia,1993,female,75+ years,,2603,,574870405
Saint Lucia,1993,male,15-24 years,,13501,,574870405
Saint Lucia,1993,male,5-14 years,,16487,,574870405
Saint Lucia,1993,male,75+ years,,1930,,574870405
Saint Lucia,1994,male,35-54 years,2,12160,,600005564
Saint Lucia,1994,male,15-24 years,2,13371,,600005564
Saint Lucia,1994,female,15-24 years,2,13897,,600005564
Saint Lucia,1994,female,25-34 years,,11849,,600005564
Saint Lucia,1994,female,35-54 years,,12434,,600005564
Saint Lucia,1994,female,5-14 years,,16932,,600005564
Saint Lucia,1994,female,55-74 years,,7403,,600005564
Saint Lucia,1994,female,75+ years,,2738,,600005564
Saint Lucia,1994,male,25-34 years,,11172,,600005564
Saint Lucia,1994,male,5-14 years,,16577,,600005564
Saint Lucia,1994,male,55-74 years,,6985,,600005564
Saint Lucia,1994,male,75+ years,,2039,,600005564
Saint Lucia,1995,male,25-34 years,4,11345,,640449501
Saint Lucia,1995,male,35-54 years,3,12673,,640449501
Saint Lucia,1995,male,15-24 years,2,13265,,640449501
Saint Lucia,1995,female,35-54 years,1,12984,,640449501
Saint Lucia,1995,female,15-24 years,,13807,,640449501
Saint Lucia,1995,female,25-34 years,,12065,,640449501
Saint Lucia,1995,female,5-14 years,,17137,,640449501
Saint Lucia,1995,female,55-74 years,,7428,,640449501
Saint Lucia,1995,female,75+ years,,2867,,640449501
Saint Lucia,1995,male,5-14 years,,16723,,640449501
Saint Lucia,1995,male,55-74 years,,7035,,640449501
Saint Lucia,1995,male,75+ years,,2137,,640449501
Saint Lucia,1996,male,25-34 years,2,11467,,662196185
Saint Lucia,1996,male,35-54 years,2,13179,,662196185
Saint Lucia,1996,male,15-24 years,2,13444,,662196185
Saint Lucia,1996,female,55-74 years,1,7391,,662196185
Saint Lucia,1996,female,15-24 years,,13973,,662196185
Saint Lucia,1996,female,25-34 years,,12240,,662196185
Saint Lucia,1996,female,35-54 years,,13551,,662196185
Saint Lucia,1996,female,5-14 years,,17327,,662196185
Saint Lucia,1996,female,75+ years,,2971,,662196185
Saint Lucia,1996,male,5-14 years,,16888,,662196185
Saint Lucia,1996,male,55-74 years,,6966,,662196185
Saint Lucia,1996,male,75+ years,,2224,,662196185
Saint Lucia,1997,male,75+ years,1,2293,,676949594
Saint Lucia,1997,male,55-74 years,2,6918,,676949594
Saint Lucia,1997,male,35-54 years,3,13783,,676949594
Saint Lucia,1997,male,15-24 years,2,13692,,676949594
Saint Lucia,1997,male,25-34 years,1,11568,,676949594
Saint Lucia,1997,female,15-24 years,,14193,,676949594
Saint Lucia,1997,female,25-34 years,,12385,,676949594
Saint Lucia,1997,female,35-54 years,,14183,,676949594
Saint Lucia,1997,female,5-14 years,,17456,,676949594
Saint Lucia,1997,female,55-74 years,,7376,,676949594
Saint Lucia,1997,female,75+ years,,3067,,676949594
Saint Lucia,1997,male,5-14 years,,17053,,676949594
Saint Lucia,1998,male,75+ years,1,2345,,737554872
Saint Lucia,1998,female,75+ years,1,3134,,737554872
Saint Lucia,1998,male,25-34 years,2,11650,,737554872
Saint Lucia,1998,male,35-54 years,2,14443,,737554872
Saint Lucia,1998,female,35-54 years,2,14857,,737554872
Saint Lucia,1998,female,15-24 years,,14463,,737554872
Saint Lucia,1998,female,25-34 years,,12506,,737554872
Saint Lucia,1998,female,5-14 years,,17514,,737554872
Saint Lucia,1998,female,55-74 years,,7399,,737554872
Saint Lucia,1998,male,15-24 years,,13997,,737554872
Saint Lucia,1998,male,5-14 years,,17192,,737554872
Saint Lucia,1998,male,55-74 years,,6900,,737554872
Saint Lucia,1999,male,55-74 years,2,6904,,775934813
Saint Lucia,1999,male,25-34 years,3,11720,,775934813
Saint Lucia,1999,male,15-24 years,1,14330,,775934813
Saint Lucia,1999,female,15-24 years,1,14777,,775934813
Saint Lucia,1999,male,35-54 years,1,15112,,775934813
Saint Lucia,1999,female,25-34 years,,12606,,775934813
Saint Lucia,1999,female,35-54 years,,15542,,775934813
Saint Lucia,1999,female,5-14 years,,17512,,775934813
Saint Lucia,1999,female,55-74 years,,7454,,775934813
Saint Lucia,1999,female,75+ years,,3184,,775934813
Saint Lucia,1999,male,5-14 years,,17291,,775934813
Saint Lucia,1999,male,75+ years,,2381,,775934813
Saint Lucia,2000,male,75+ years,2,2398,0.683,784159229
Saint Lucia,2000,male,55-74 years,3,6940,0.683,784159229
Saint Lucia,2000,male,25-34 years,3,11783,0.683,784159229
Saint Lucia,2000,female,55-74 years,1,7546,0.683,784159229
Saint Lucia,2000,male,35-54 years,2,15752,0.683,784159229
Saint Lucia,2000,female,25-34 years,1,12690,0.683,784159229
Saint Lucia,2000,female,35-54 years,1,16209,0.683,784159229
Saint Lucia,2000,male,5-14 years,1,17324,0.683,784159229
Saint Lucia,2000,female,15-24 years,,15127,0.683,784159229
Saint Lucia,2000,female,5-14 years,,17444,0.683,784159229
Saint Lucia,2000,female,75+ years,,3209,0.683,784159229
Saint Lucia,2000,male,15-24 years,,14678,0.683,784159229
Saint Lucia,2001,male,25-34 years,3,11897,,743808076
Saint Lucia,2001,male,55-74 years,1,6930,,743808076
Saint Lucia,2001,male,15-24 years,2,15031,,743808076
Saint Lucia,2001,male,35-54 years,1,16328,,743808076
Saint Lucia,2001,female,15-24 years,,15489,,743808076
Saint Lucia,2001,female,25-34 years,,12789,,743808076
Saint Lucia,2001,female,35-54 years,,16825,,743808076
Saint Lucia,2001,female,5-14 years,,17304,,743808076
Saint Lucia,2001,female,55-74 years,,7625,,743808076
Saint Lucia,2001,female,75+ years,,3227,,743808076
Saint Lucia,2001,male,5-14 years,,17284,,743808076
Saint Lucia,2001,male,75+ years,,2437,,743808076
Saint Lucia,2002,male,75+ years,2,2451,,748346606
Saint Lucia,2002,female,75+ years,1,3217,,748346606
Saint Lucia,2002,male,25-34 years,2,12017,,748346606
Saint Lucia,2002,male,55-74 years,1,6972,,748346606
Saint Lucia,2002,male,15-24 years,2,15388,,748346606
Saint Lucia,2002,female,55-74 years,1,7756,,748346606
Saint Lucia,2002,female,15-24 years,1,15885,,748346606
Saint Lucia,2002,male,35-54 years,1,16874,,748346606
Saint Lucia,2002,female,35-54 years,1,17427,,748346606
Saint Lucia,2002,female,25-34 years,,12889,,748346606
Saint Lucia,2002,female,5-14 years,,17117,,748346606
Saint Lucia,2002,male,5-14 years,,17175,,748346606
Saint Lucia,2003,male,75+ years,1,2427,,823837141
Saint Lucia,2003,female,75+ years,1,3171,,823837141
Saint Lucia,2003,male,25-34 years,2,12157,,823837141
Saint Lucia,2003,male,55-74 years,1,7068,,823837141
Saint Lucia,2003,female,15-24 years,2,16282,,823837141
Saint Lucia,2003,male,15-24 years,1,15746,,823837141
Saint Lucia,2003,male,35-54 years,1,17412,,823837141
Saint Lucia,2003,female,35-54 years,1,18027,,823837141
Saint Lucia,2003,female,25-34 years,,13004,,823837141
Saint Lucia,2003,female,5-14 years,,16898,,823837141
Saint Lucia,2003,female,55-74 years,,7937,,823837141
Saint Lucia,2003,male,5-14 years,,16998,,823837141
Saint Lucia,2004,male,55-74 years,2,7220,,893107211
Saint Lucia,2004,male,35-54 years,4,17965,,893107211
Saint Lucia,2004,male,25-34 years,2,12342,,893107211
Saint Lucia,2004,female,15-24 years,,16645,,893107211
Saint Lucia,2004,female,25-34 years,,13158,,893107211
Saint Lucia,2004,female,35-54 years,,18642,,893107211
Saint Lucia,2004,female,5-14 years,,16645,,893107211
Saint Lucia,2004,female,55-74 years,,8141,,893107211
Saint Lucia,2004,female,75+ years,,3117,,893107211
Saint Lucia,2004,male,15-24 years,,16100,,893107211
Saint Lucia,2004,male,5-14 years,,16765,,893107211
Saint Lucia,2004,male,75+ years,,2381,,893107211
Saint Lucia,2005,male,35-54 years,2,18544,0.691,951207366
Saint Lucia,2005,male,25-34 years,1,12581,0.691,951207366
Saint Lucia,2005,male,15-24 years,1,16438,0.691,951207366
Saint Lucia,2005,female,15-24 years,,16946,0.691,951207366
Saint Lucia,2005,female,25-34 years,,13364,0.691,951207366
Saint Lucia,2005,female,35-54 years,,19296,0.691,951207366
Saint Lucia,2005,female,5-14 years,,16357,0.691,951207366
Saint Lucia,2005,female,55-74 years,,8353,0.691,951207366
Saint Lucia,2005,female,75+ years,,3072,0.691,951207366
Saint Lucia,2005,male,5-14 years,,16477,0.691,951207366
Saint Lucia,2005,male,55-74 years,,7412,0.691,951207366
Saint Lucia,2005,male,75+ years,,2329,0.691,951207366
Saint Lucia,2006,male,55-74 years,1,7889,,1134193630
Saint Lucia,2006,male,35-54 years,1,19427,,1134193630
Saint Lucia,2006,female,15-24 years,,16697,,1134193630
Saint Lucia,2006,female,25-34 years,,13567,,1134193630
Saint Lucia,2006,female,35-54 years,,20254,,1134193630
Saint Lucia,2006,female,5-14 years,,16046,,1134193630
Saint Lucia,2006,female,55-74 years,,8775,,1134193630
Saint Lucia,2006,female,75+ years,,3200,,1134193630
Saint Lucia,2006,male,15-24 years,,16212,,1134193630
Saint Lucia,2006,male,25-34 years,,12829,,1134193630
Saint Lucia,2006,male,5-14 years,,16150,,1134193630
Saint Lucia,2006,male,75+ years,,2414,,1134193630
Saint Lucia,2008,female,15-24 years,,16103,,1282215407
Saint Lucia,2008,female,25-34 years,,13877,,1282215407
Saint Lucia,2008,female,35-54 years,,22170,,1282215407
Saint Lucia,2008,female,5-14 years,,15326,,1282215407
Saint Lucia,2008,female,55-74 years,,9683,,1282215407
Saint Lucia,2008,female,75+ years,,3511,,1282215407
Saint Lucia,2008,male,15-24 years,,15783,,1282215407
Saint Lucia,2008,male,25-34 years,,13242,,1282215407
Saint Lucia,2008,male,35-54 years,,21171,,1282215407
Saint Lucia,2008,male,5-14 years,,15412,,1282215407
Saint Lucia,2008,male,55-74 years,,8987,,1282215407
Saint Lucia,2008,male,75+ years,,2611,,1282215407
Saint Lucia,2009,male,35-54 years,6,21964,,1262973407
Saint Lucia,2009,male,55-74 years,2,9605,,1262973407
Saint Lucia,2009,male,15-24 years,3,15639,,1262973407
Saint Lucia,2009,male,25-34 years,2,13332,,1262973407
Saint Lucia,2009,female,15-24 years,,15855,,1262973407
Saint Lucia,2009,female,25-34 years,,13937,,1262973407
Saint Lucia,2009,female,35-54 years,,23037,,1262973407
Saint Lucia,2009,female,5-14 years,,14879,,1262973407
Saint Lucia,2009,female,55-74 years,,10217,,1262973407
Saint Lucia,2009,female,75+ years,,3676,,1262973407
Saint Lucia,2009,male,5-14 years,,14963,,1262973407
Saint Lucia,2009,male,75+ years,,2716,,1262973407
Saint Lucia,2010,male,55-74 years,2,10246,0.73,1381968259
Saint Lucia,2010,female,15-24 years,1,15678,0.73,1381968259
Saint Lucia,2010,male,35-54 years,1,22681,0.73,1381968259
Saint Lucia,2010,female,25-34 years,,13885,0.73,1381968259
Saint Lucia,2010,female,35-54 years,,23787,0.73,1381968259
Saint Lucia,2010,female,5-14 years,,14411,0.73,1381968259
Saint Lucia,2010,female,55-74 years,,10814,0.73,1381968259
Saint Lucia,2010,female,75+ years,,3852,0.73,1381968259
Saint Lucia,2010,male,15-24 years,,15545,0.73,1381968259
Saint Lucia,2010,male,25-34 years,,13280,0.73,1381968259
Saint Lucia,2010,male,5-14 years,,14494,0.73,1381968259
Saint Lucia,2010,male,75+ years,,2830,0.73,1381968259
Saint Lucia,2011,male,55-74 years,3,10517,0.73,1437684815
Saint Lucia,2011,male,35-54 years,4,23081,0.73,1437684815
Saint Lucia,2011,male,25-34 years,1,13402,0.73,1437684815
Saint Lucia,2011,female,15-24 years,,15844,0.73,1437684815
Saint Lucia,2011,female,25-34 years,,14012,0.73,1437684815
Saint Lucia,2011,female,35-54 years,,24250,0.73,1437684815
Saint Lucia,2011,female,5-14 years,,13949,0.73,1437684815
Saint Lucia,2011,female,55-74 years,,11141,0.73,1437684815
Saint Lucia,2011,female,75+ years,,3936,0.73,1437684815
Saint Lucia,2011,male,15-24 years,,15798,0.73,1437684815
Saint Lucia,2011,male,5-14 years,,14055,0.73,1437684815
Saint Lucia,2011,male,75+ years,,2907,0.73,1437684815
Saint Lucia,2012,male,75+ years,1,2977,0.73,1436803333
Saint Lucia,2012,male,35-54 years,4,23432,0.73,1436803333
Saint Lucia,2012,male,55-74 years,1,10788,0.73,1436803333
Saint Lucia,2012,male,25-34 years,1,13446,0.73,1436803333
Saint Lucia,2012,male,5-14 years,1,13592,0.73,1436803333
Saint Lucia,2012,male,15-24 years,1,16016,0.73,1436803333
Saint Lucia,2012,female,35-54 years,1,24624,0.73,1436803333
Saint Lucia,2012,female,15-24 years,,16001,0.73,1436803333
Saint Lucia,2012,female,25-34 years,,14085,0.73,1436803333
Saint Lucia,2012,female,5-14 years,,13460,0.73,1436803333
Saint Lucia,2012,female,55-74 years,,11502,0.73,1436803333
Saint Lucia,2012,female,75+ years,,4017,0.73,1436803333
Saint Lucia,2013,male,75+ years,1,3037,0.729,1489928889
Saint Lucia,2013,male,25-34 years,3,13451,0.729,1489928889
Saint Lucia,2013,male,55-74 years,2,11088,0.729,1489928889
Saint Lucia,2013,male,35-54 years,4,23758,0.729,1489928889
Saint Lucia,2013,male,15-24 years,2,16184,0.729,1489928889
Saint Lucia,2013,male,5-14 years,1,13116,0.729,1489928889
Saint Lucia,2013,female,35-54 years,1,24949,0.729,1489928889
Saint Lucia,2013,female,15-24 years,,16134,0.729,1489928889
Saint Lucia,2013,female,25-34 years,,14124,0.729,1489928889
Saint Lucia,2013,female,5-14 years,,12956,0.729,1489928889
Saint Lucia,2013,female,55-74 years,,11907,0.729,1489928889
Saint Lucia,2013,female,75+ years,,4086,0.729,1489928889
Saint Lucia,2014,male,55-74 years,3,11439,0.729,1551921037
Saint Lucia,2014,male,25-34 years,3,13477,0.729,1551921037
Saint Lucia,2014,male,35-54 years,4,24066,0.729,1551921037
Saint Lucia,2014,female,25-34 years,2,14165,0.729,1551921037
Saint Lucia,2014,female,15-24 years,1,16194,0.729,1551921037
Saint Lucia,2014,male,15-24 years,1,16267,0.729,1551921037
Saint Lucia,2014,female,35-54 years,,25264,0.729,1551921037
Saint Lucia,2014,female,5-14 years,,12464,0.729,1551921037
Saint Lucia,2014,female,55-74 years,,12366,0.729,1551921037
Saint Lucia,2014,female,75+ years,,4163,0.729,1551921037
Saint Lucia,2014,male,5-14 years,,12649,0.729,1551921037
Saint Lucia,2014,male,75+ years,,3082,0.729,1551921037
Saint Vincent and Grenadines,1985,male,35-54 years,2,6100,,145641704
Saint Vincent and Grenadines,1985,female,15-24 years,,11900,,145641704
Saint Vincent and Grenadines,1985,female,25-34 years,,9200,,145641704
Saint Vincent and Grenadines,1985,female,35-54 years,,7400,,145641704
Saint Vincent and Grenadines,1985,female,5-14 years,,12300,,145641704
Saint Vincent and Grenadines,1985,female,55-74 years,,4100,,145641704
Saint Vincent and Grenadines,1985,female,75+ years,,1000,,145641704
Saint Vincent and Grenadines,1985,male,15-24 years,,12100,,145641704
Saint Vincent and Grenadines,1985,male,25-34 years,,9300,,145641704
Saint Vincent and Grenadines,1985,male,5-14 years,,12800,,145641704
Saint Vincent and Grenadines,1985,male,55-74 years,,2900,,145641704
Saint Vincent and Grenadines,1985,male,75+ years,,700,,145641704
Saint Vincent and Grenadines,1986,female,15-24 years,,12100,,160846667
Saint Vincent and Grenadines,1986,female,25-34 years,,9300,,160846667
Saint Vincent and Grenadines,1986,female,35-54 years,,7400,,160846667
Saint Vincent and Grenadines,1986,female,5-14 years,,12500,,160846667
Saint Vincent and Grenadines,1986,female,55-74 years,,4100,,160846667
Saint Vincent and Grenadines,1986,female,75+ years,,1000,,160846667
Saint Vincent and Grenadines,1986,male,15-24 years,,12300,,160846667
Saint Vincent and Grenadines,1986,male,25-34 years,,9400,,160846667
Saint Vincent and Grenadines,1986,male,35-54 years,,6100,,160846667
Saint Vincent and Grenadines,1986,male,5-14 years,,13000,,160846667
Saint Vincent and Grenadines,1986,male,55-74 years,,2900,,160846667
Saint Vincent and Grenadines,1986,male,75+ years,,700,,160846667
Saint Vincent and Grenadines,1987,female,15-24 years,,11800,,175580630
Saint Vincent and Grenadines,1987,female,25-34 years,,7722,,175580630
Saint Vincent and Grenadines,1987,female,35-54 years,,7471,,175580630
Saint Vincent and Grenadines,1987,female,5-14 years,,13490,,175580630
Saint Vincent and Grenadines,1987,female,55-74 years,,4835,,175580630
Saint Vincent and Grenadines,1987,female,75+ years,,1500,,175580630
Saint Vincent and Grenadines,1987,male,15-24 years,,12015,,175580630
Saint Vincent and Grenadines,1987,male,25-34 years,,7324,,175580630
Saint Vincent and Grenadines,1987,male,35-54 years,,7072,,175580630
Saint Vincent and Grenadines,1987,male,5-14 years,,13801,,175580630
Saint Vincent and Grenadines,1987,male,55-74 years,,4058,,175580630
Saint Vincent and Grenadines,1987,male,75+ years,,948,,175580630
Saint Vincent and Grenadines,1990,male,25-34 years,3,8514,,240365259
Saint Vincent and Grenadines,1990,male,55-74 years,1,4229,,240365259
Saint Vincent and Grenadines,1990,male,35-54 years,1,7593,,240365259
Saint Vincent and Grenadines,1990,female,15-24 years,,11097,,240365259
Saint Vincent and Grenadines,1990,female,25-34 years,,8323,,240365259
Saint Vincent and Grenadines,1990,female,35-54 years,,7762,,240365259
Saint Vincent and Grenadines,1990,female,5-14 years,,13580,,240365259
Saint Vincent and Grenadines,1990,female,55-74 years,,5128,,240365259
Saint Vincent and Grenadines,1990,female,75+ years,,1532,,240365259
Saint Vincent and Grenadines,1990,male,15-24 years,,11489,,240365259
Saint Vincent and Grenadines,1990,male,5-14 years,,13853,,240365259
Saint Vincent and Grenadines,1990,male,75+ years,,1041,,240365259
Saint Vincent and Grenadines,1995,male,35-54 years,4,9078,,316008481
Saint Vincent and Grenadines,1995,male,55-74 years,1,4642,,316008481
Saint Vincent and Grenadines,1995,male,25-34 years,1,9023,,316008481
Saint Vincent and Grenadines,1995,male,15-24 years,1,11449,,316008481
Saint Vincent and Grenadines,1995,female,15-24 years,,11061,,316008481
Saint Vincent and Grenadines,1995,female,25-34 years,,8575,,316008481
Saint Vincent and Grenadines,1995,female,35-54 years,,8791,,316008481
Saint Vincent and Grenadines,1995,female,5-14 years,,12450,,316008481
Saint Vincent and Grenadines,1995,female,55-74 years,,5396,,316008481
Saint Vincent and Grenadines,1995,female,75+ years,,1681,,316008481
Saint Vincent and Grenadines,1995,male,5-14 years,,12625,,316008481
Saint Vincent and Grenadines,1995,male,75+ years,,1203,,316008481
Saint Vincent and Grenadines,1996,male,25-34 years,4,9020,,331489704
Saint Vincent and Grenadines,1996,male,35-54 years,2,9518,,331489704
Saint Vincent and Grenadines,1996,female,35-54 years,1,9172,,331489704
Saint Vincent and Grenadines,1996,male,15-24 years,1,11360,,331489704
Saint Vincent and Grenadines,1996,female,15-24 years,,10978,,331489704
Saint Vincent and Grenadines,1996,female,25-34 years,,8535,,331489704
Saint Vincent and Grenadines,1996,female,5-14 years,,12189,,331489704
Saint Vincent and Grenadines,1996,female,55-74 years,,5346,,331489704
Saint Vincent and Grenadines,1996,female,75+ years,,1733,,331489704
Saint Vincent and Grenadines,1996,male,5-14 years,,12360,,331489704
Saint Vincent and Grenadines,1996,male,55-74 years,,4651,,331489704
Saint Vincent and Grenadines,1996,male,75+ years,,1233,,331489704
Saint Vincent and Grenadines,1997,male,25-34 years,1,8956,,347770000
Saint Vincent and Grenadines,1997,male,35-54 years,1,10022,,347770000
Saint Vincent and Grenadines,1997,male,15-24 years,1,11269,,347770000
Saint Vincent and Grenadines,1997,female,15-24 years,,10897,,347770000
Saint Vincent and Grenadines,1997,female,25-34 years,,8443,,347770000
Saint Vincent and Grenadines,1997,female,35-54 years,,9614,,347770000
