,country,year,sex,age,suicide_no,pop,HDI,gdp_for_year,suicide_person,generation
14444,Kuwait,2012,male,15-24 years,1,267410,0.815,174070025009,0.37395759320893013,Generation Z
14445,Kuwait,2012,female,55-74 years,2,83066,0.815,174070025009,2.407723978523102,Boomers
14446,Kuwait,2012,female,25-34 years,8,377621,0.815,174070025009,2.118526247216124,Millenials
14447,Kuwait,2012,male,35-54 years,17,822229,0.815,174070025009,2.0675505242456786,Generation X
14448,Kuwait,2012,female,15-24 years,4,237359,0.815,174070025009,1.6852110094835249,Generation Z
14449,Kuwait,2012,male,25-34 years,8,637302,0.815,174070025009,1.2552918396615733,Millenials
14450,Kuwait,2012,female,35-54 years,5,423084,0.815,174070025009,1.1817984135538095,Generation X
14451,Kuwait,2012,male,55-74 years,1,138505,0.815,174070025009,0.7219955958268655,Boomers
14452,Kuwait,2012,male,05-14 years,1,250917,0.815,174070025009,0.3985381620217044,Generation Z
14453,Kuwait,2012,female,05-14 years,0,239552,0.815,174070025009,0.0,Generation Z
14454,Kuwait,2012,female,75+ years,0,10287,0.815,174070025009,0.0,Silent
14455,Kuwait,2012,male,75+ years,0,9366,0.815,174070025009,0.0,Silent
14456,Kuwait,2013,male,25-34 years,16,643877,0.816,174161142454,2.4849466590668716,Millenials
14457,Kuwait,2013,male,55-74 years,3,146172,0.816,174161142454,2.052376652163205,Boomers
14458,Kuwait,2013,female,25-34 years,5,380061,0.816,174161142454,1.3155782887483851,Millenials
14459,Kuwait,2013,female,15-24 years,3,233349,0.816,174161142454,1.2856279649794942,Generation Z
14460,Kuwait,2013,female,35-54 years,5,431425,0.816,174161142454,1.1589499913078751,Generation X
14461,Kuwait,2013,male,35-54 years,7,847524,0.816,174161142454,0.8259353127463057,Generation X
14462,Kuwait,2013,male,15-24 years,2,267988,0.816,174161142454,0.7463020732271595,Generation Z
14463,Kuwait,2013,female,05-14 years,0,251412,0.816,174161142454,0.0,Generation Z
14464,Kuwait,2013,female,55-74 years,0,88514,0.816,174161142454,0.0,Boomers
14465,Kuwait,2013,female,75+ years,0,10926,0.816,174161142454,0.0,Silent
14466,Kuwait,2013,male,05-14 years,0,262862,0.816,174161142454,0.0,Generation Z
14467,Kuwait,2013,male,75+ years,0,9980,0.816,174161142454,0.0,Silent
14468,Kuwait,2014,male,25-34 years,22,663735,0.816,162631412509,3.314575847288451,Millenials
14469,Kuwait,2014,male,15-24 years,7,270301,0.816,162631412509,2.5897055504789104,Generation Z
14470,Kuwait,2014,female,15-24 years,5,228222,0.816,162631412509,2.1908492608074592,Generation Z
14471,Kuwait,2014,male,35-54 years,18,892860,0.816,162631412509,2.015993548820644,Generation X
14472,Kuwait,2014,male,55-74 years,3,156953,0.816,162631412509,1.9114002280937605,Boomers
14473,Kuwait,2014,female,35-54 years,8,454428,0.816,162631412509,1.7604549015465596,Generation X
14474,Kuwait,2014,female,55-74 years,1,94314,0.816,162631412509,1.0602879742137965,Boomers
14475,Kuwait,2014,female,25-34 years,4,390934,0.816,162631412509,1.0231906152956765,Millenials
14476,Kuwait,2014,female,05-14 years,0,264790,0.816,162631412509,0.0,Generation Z
14477,Kuwait,2014,female,75+ years,0,11335,0.816,162631412509,0.0,Silent
14478,Kuwait,2014,male,05-14 years,0,276927,0.816,162631412509,0.0,Generation Z
14479,Kuwait,2014,male,75+ years,0,10485,0.816,162631412509,0.0,Silent
14480,Kyrgyzstan,1990,male,75+ years,14,25200,0.615,2674000000,55.55555555555556,G. I. Generation
14481,Kyrgyzstan,1990,male,35-54 years,149,354400,0.615,2674000000,42.042889390519186,Boomers
14482,Kyrgyzstan,1990,male,55-74 years,68,175000,0.615,2674000000,38.857142857142854,Silent
14483,Kyrgyzstan,1990,male,25-34 years,99,350200,0.615,2674000000,28.26956025128498,Generation X
14484,Kyrgyzstan,1990,female,75+ years,15,59800,0.615,2674000000,25.08361204013378,G. I. Generation
14485,Kyrgyzstan,1990,female,55-74 years,38,242200,0.615,2674000000,15.689512799339388,Silent
14486,Kyrgyzstan,1990,male,15-24 years,54,400300,0.615,2674000000,13.489882588058956,Generation X
14487,Kyrgyzstan,1990,female,35-54 years,36,368500,0.615,2674000000,9.76933514246947,Boomers
14488,Kyrgyzstan,1990,female,15-24 years,31,390100,0.615,2674000000,7.946680338374776,Generation X
14489,Kyrgyzstan,1990,female,25-34 years,23,357500,0.615,2674000000,6.433566433566433,Generation X
14490,Kyrgyzstan,1990,male,05-14 years,16,511400,0.615,2674000000,3.128666405944466,Millenials
14491,Kyrgyzstan,1990,female,05-14 years,4,502700,0.615,2674000000,0.7957032027053909,Millenials
14492,Kyrgyzstan,1991,male,75+ years,14,24100,,2570833333,58.09128630705394,G. I. Generation
14493,Kyrgyzstan,1991,male,55-74 years,73,180300,,2570833333,40.48807542983916,Silent
14494,Kyrgyzstan,1991,male,35-54 years,138,361100,,2570833333,38.21656050955414,Boomers
14495,Kyrgyzstan,1991,male,25-34 years,12,351100,,2570833333,3.417829678154372,Generation X
14496,Kyrgyzstan,1991,female,75+ years,14,58300,,2570833333,24.013722126929675,G. I. Generation
14497,Kyrgyzstan,1991,female,55-74 years,38,245400,,2570833333,15.484922575387124,Silent
14498,Kyrgyzstan,1991,male,15-24 years,49,408100,,2570833333,12.006861063464838,Generation X
14499,Kyrgyzstan,1991,female,15-24 years,36,395500,,2570833333,9.102402022756005,Generation X
14500,Kyrgyzstan,1991,female,35-54 years,26,376100,,2570833333,6.913055038553576,Boomers
14501,Kyrgyzstan,1991,female,25-34 years,16,358700,,2570833333,4.460551993309172,Generation X
14502,Kyrgyzstan,1991,male,05-14 years,16,523400,,2570833333,3.056935422239205,Millenials
14503,Kyrgyzstan,1991,female,05-14 years,3,514400,,2570833333,0.583203732503888,Millenials
14504,Kyrgyzstan,1992,male,75+ years,14,23000,,2316562500,60.869565217391305,G. I. Generation
14505,Kyrgyzstan,1992,male,55-74 years,74,185900,,2316562500,39.80634749865519,Silent
14506,Kyrgyzstan,1992,male,35-54 years,135,366000,,2316562500,36.885245901639344,Boomers
14507,Kyrgyzstan,1992,male,25-34 years,86,349800,,2316562500,24.585477415666094,Generation X
14508,Kyrgyzstan,1992,male,15-24 years,65,414000,,2316562500,15.70048309178744,Generation X
14509,Kyrgyzstan,1992,female,75+ years,7,56800,,2316562500,12.32394366197183,G. I. Generation
14510,Kyrgyzstan,1992,female,55-74 years,25,249100,,2316562500,10.036130068245685,Silent
14511,Kyrgyzstan,1992,female,15-24 years,3,399700,,2316562500,0.7505629221916438,Generation X
14512,Kyrgyzstan,1992,female,35-54 years,21,380600,,2316562500,5.517603783499737,Boomers
14513,Kyrgyzstan,1992,female,25-34 years,19,355300,,2316562500,5.347593582887701,Generation X
14514,Kyrgyzstan,1992,male,05-14 years,11,534400,,2316562500,2.058383233532934,Millenials
14515,Kyrgyzstan,1992,female,05-14 years,4,524700,,2316562500,0.7623403849818944,Millenials
14516,Kyrgyzstan,1993,male,75+ years,13,21800,,2028295455,59.63302752293578,G. I. Generation
14517,Kyrgyzstan,1993,male,35-54 years,168,366800,,2028295455,45.80152671755725,Boomers
14518,Kyrgyzstan,1993,male,55-74 years,85,189100,,2028295455,44.9497620306716,Silent
14519,Kyrgyzstan,1993,female,75+ years,16,54100,,2028295455,29.57486136783734,G. I. Generation
14520,Kyrgyzstan,1993,male,25-34 years,92,344400,,2028295455,26.713124274099883,Generation X
14521,Kyrgyzstan,1993,male,15-24 years,73,414400,,2028295455,17.615830115830114,Generation X
14522,Kyrgyzstan,1993,female,55-74 years,34,247700,,2028295455,13.726281792490916,Silent
14523,Kyrgyzstan,1993,female,35-54 years,31,380700,,2028295455,8.142894667717362,Boomers
14524,Kyrgyzstan,1993,female,25-34 years,21,346600,,2028295455,6.058857472590883,Generation X
14525,Kyrgyzstan,1993,female,15-24 years,16,400400,,2028295455,3.996003996003996,Generation X
14526,Kyrgyzstan,1993,male,05-14 years,11,543400,,2028295455,2.0242914979757085,Millenials
14527,Kyrgyzstan,1993,female,05-14 years,3,531800,,2028295455,0.564121850319669,Millenials
14528,Kyrgyzstan,1994,male,75+ years,12,20500,,1681006993,58.53658536585366,G. I. Generation
14529,Kyrgyzstan,1994,male,55-74 years,12,190400,,1681006993,6.302521008403361,Silent
14530,Kyrgyzstan,1994,male,35-54 years,174,369000,,1681006993,47.15447154471545,Boomers
14531,Kyrgyzstan,1994,male,25-34 years,116,339900,,1681006993,34.12768461312151,Generation X
14532,Kyrgyzstan,1994,male,15-24 years,78,415300,,1681006993,18.781603660004816,Generation X
14533,Kyrgyzstan,1994,female,75+ years,8,52100,,1681006993,15.355086372360844,G. I. Generation
14534,Kyrgyzstan,1994,female,55-74 years,28,245200,,1681006993,11.419249592169658,Silent
14535,Kyrgyzstan,1994,female,35-54 years,25,383400,,1681006993,6.520605112154408,Boomers
14536,Kyrgyzstan,1994,female,15-24 years,12,403900,,1681006993,2.9710324337707354,Generation X
14537,Kyrgyzstan,1994,female,25-34 years,1,338900,,1681006993,0.29507229271171437,Generation X
14538,Kyrgyzstan,1994,male,05-14 years,11,552600,,1681006993,1.9905899384726746,Millenials
14539,Kyrgyzstan,1994,female,05-14 years,5,539900,,1681006993,0.9260974254491573,Millenials
14540,Kyrgyzstan,1995,male,35-54 years,18,378800,0.562,1661018519,4.7518479408658925,Boomers
14541,Kyrgyzstan,1995,male,55-74 years,88,192400,0.562,1661018519,45.73804573804574,Silent
14542,Kyrgyzstan,1995,male,75+ years,9,19700,0.562,1661018519,45.68527918781726,G. I. Generation
14543,Kyrgyzstan,1995,male,25-34 years,1,339500,0.562,1661018519,0.29455081001472755,Generation X
14544,Kyrgyzstan,1995,male,15-24 years,85,420500,0.562,1661018519,20.214030915576693,Generation X
14545,Kyrgyzstan,1995,female,55-74 years,32,246200,0.562,1661018519,12.997562956945572,Silent
14546,Kyrgyzstan,1995,female,75+ years,6,51600,0.562,1661018519,11.627906976744185,G. I. Generation
14547,Kyrgyzstan,1995,female,15-24 years,41,412500,0.562,1661018519,9.93939393939394,Generation X
14548,Kyrgyzstan,1995,female,35-54 years,35,394200,0.562,1661018519,8.878741755454085,Boomers
14549,Kyrgyzstan,1995,female,25-34 years,21,334900,0.562,1661018519,6.270528515974918,Generation X
14550,Kyrgyzstan,1995,male,05-14 years,5,564200,0.562,1661018519,0.8862105636299185,Millenials
14551,Kyrgyzstan,1995,female,05-14 years,3,550900,0.562,1661018519,0.5445634416409512,Millenials
14552,Kyrgyzstan,1996,male,55-74 years,81,194300,,1827570586,41.68811116829645,Silent
14553,Kyrgyzstan,1996,male,75+ years,8,19500,,1827570586,41.02564102564103,G. I. Generation
14554,Kyrgyzstan,1996,male,35-54 years,142,394300,,1827570586,36.013187927973625,Boomers
14555,Kyrgyzstan,1996,male,25-34 years,84,341300,,1827570586,24.611778493993555,Generation X
14556,Kyrgyzstan,1996,female,75+ years,12,51200,,1827570586,23.4375,G. I. Generation
14557,Kyrgyzstan,1996,male,15-24 years,71,427600,,1827570586,16.604303086997195,Millenials
14558,Kyrgyzstan,1996,female,55-74 years,17,246900,,1827570586,6.885378695828271,Silent
14559,Kyrgyzstan,1996,female,25-34 years,21,333700,,1827570586,6.293077614623914,Generation X
14560,Kyrgyzstan,1996,female,15-24 years,18,421700,,1827570586,4.268437277685559,Millenials
14561,Kyrgyzstan,1996,female,35-54 years,17,410200,,1827570586,4.144319843978547,Boomers
14562,Kyrgyzstan,1996,male,05-14 years,6,576500,,1827570586,1.0407632263660018,Millenials
14563,Kyrgyzstan,1996,female,05-14 years,3,561600,,1827570586,0.5341880341880342,Millenials
14564,Kyrgyzstan,1997,male,55-74 years,72,194800,,1767864036,36.96098562628337,Silent
14565,Kyrgyzstan,1997,male,75+ years,7,19800,,1767864036,35.35353535353536,G. I. Generation
14566,Kyrgyzstan,1997,male,35-54 years,143,411600,,1767864036,34.7424684159378,Boomers
14567,Kyrgyzstan,1997,male,25-34 years,83,344700,,1767864036,24.07890919640267,Generation X
14568,Kyrgyzstan,1997,male,15-24 years,9,436400,,1767864036,2.062328139321723,Millenials
14569,Kyrgyzstan,1997,female,75+ years,7,52200,,1767864036,13.409961685823754,G. I. Generation
14570,Kyrgyzstan,1997,female,55-74 years,21,245800,,1767864036,8.54353132628153,Silent
14571,Kyrgyzstan,1997,female,35-54 years,24,429500,,1767864036,5.587892898719441,Boomers
14572,Kyrgyzstan,1997,female,25-34 years,17,336800,,1767864036,5.04750593824228,Generation X
14573,Kyrgyzstan,1997,female,15-24 years,17,430200,,1767864036,3.9516503951650397,Millenials
14574,Kyrgyzstan,1997,male,05-14 years,14,587300,,1767864036,2.3837902264600714,Millenials
14575,Kyrgyzstan,1997,female,05-14 years,1,570800,,1767864036,0.1751927119831815,Millenials
14576,Kyrgyzstan,1998,male,55-74 years,79,192900,,1645963750,40.95386210471747,Silent
14577,Kyrgyzstan,1998,male,75+ years,7,20700,,1645963750,33.81642512077295,G. I. Generation
14578,Kyrgyzstan,1998,male,35-54 years,127,431400,,1645963750,29.439035697728325,Boomers
14579,Kyrgyzstan,1998,male,25-34 years,11,349000,,1645963750,3.151862464183381,Generation X
14580,Kyrgyzstan,1998,male,15-24 years,89,447700,,1645963750,19.87938351574715,Millenials
14581,Kyrgyzstan,1998,female,55-74 years,16,240600,,1645963750,6.6500415627597675,Silent
14582,Kyrgyzstan,1998,female,25-34 years,2,341000,,1645963750,0.5865102639296188,Generation X
14583,Kyrgyzstan,1998,female,75+ years,3,54200,,1645963750,5.535055350553505,G. I. Generation
14584,Kyrgyzstan,1998,female,35-54 years,24,452600,,1645963750,5.302695536897923,Boomers
14585,Kyrgyzstan,1998,female,15-24 years,22,439800,,1645963750,5.002273760800364,Millenials
14586,Kyrgyzstan,1998,male,05-14 years,18,593800,,1645963750,3.031323678006063,Millenials
14587,Kyrgyzstan,1998,female,05-14 years,3,576000,,1645963750,0.5208333333333334,Millenials
14588,Kyrgyzstan,1999,male,55-74 years,71,183800,,1249062025,38.62894450489663,Silent
14589,Kyrgyzstan,1999,male,35-54 years,178,466100,,1249062025,38.18922977901738,Boomers
14590,Kyrgyzstan,1999,male,25-34 years,14,373200,,1249062025,3.7513397642015005,Generation X
14591,Kyrgyzstan,1999,male,75+ years,5,23400,,1249062025,21.367521367521366,G. I. Generation
14592,Kyrgyzstan,1999,female,75+ years,11,54700,,1249062025,20.10968921389397,G. I. Generation
14593,Kyrgyzstan,1999,male,15-24 years,87,471200,,1249062025,18.463497453310698,Millenials
14594,Kyrgyzstan,1999,female,55-74 years,23,227800,,1249062025,10.09657594381036,Silent
14595,Kyrgyzstan,1999,female,15-24 years,23,463100,,1249062025,4.966529907147485,Millenials
14596,Kyrgyzstan,1999,female,25-34 years,18,368000,,1249062025,4.891304347826087,Generation X
14597,Kyrgyzstan,1999,female,35-54 years,22,488600,,1249062025,4.502660663119116,Boomers
14598,Kyrgyzstan,1999,male,05-14 years,12,595600,,1249062025,2.014775016789792,Millenials
14599,Kyrgyzstan,1999,female,05-14 years,2,582600,,1249062025,0.3432887058015791,Millenials
14600,Kyrgyzstan,2000,male,55-74 years,76,177198,0.593,1369693171,42.88987460355083,Silent
14601,Kyrgyzstan,2000,male,35-54 years,147,488125,0.593,1369693171,30.115236875800257,Generation X
14602,Kyrgyzstan,2000,male,75+ years,7,25297,0.593,1369693171,27.671265367434874,G. I. Generation
14603,Kyrgyzstan,2000,male,25-34 years,91,377804,0.593,1369693171,24.086563403246128,Generation X
14604,Kyrgyzstan,2000,female,75+ years,1,56276,0.593,1369693171,1.7769564290283602,G. I. Generation
14605,Kyrgyzstan,2000,male,15-24 years,78,483268,0.593,1369693171,16.1401127324797,Millenials
14606,Kyrgyzstan,2000,female,35-54 years,34,512008,0.593,1369693171,6.640521241855596,Generation X
14607,Kyrgyzstan,2000,female,55-74 years,13,219715,0.593,1369693171,5.9167557972828435,Silent
14608,Kyrgyzstan,2000,female,15-24 years,24,475445,0.593,1369693171,5.047902491350209,Millenials
14609,Kyrgyzstan,2000,female,25-34 years,13,372683,0.593,1369693171,3.4882192104281655,Generation X
14610,Kyrgyzstan,2000,male,05-14 years,15,597753,0.593,1369693171,2.5093976943653984,Millenials
14611,Kyrgyzstan,2000,female,05-14 years,2,583630,0.593,1369693171,0.3426828641433785,Millenials
14612,Kyrgyzstan,2001,male,75+ years,12,27487,,1525112242,43.65700149161422,G. I. Generation
14613,Kyrgyzstan,2001,male,55-74 years,63,172604,,1525112242,36.49973349400941,Boomers
14614,Kyrgyzstan,2001,male,35-54 years,175,505650,,1525112242,34.60891921289429,Generation X
14615,Kyrgyzstan,2001,male,25-34 years,92,382626,,1525112242,24.04436708430687,Generation X
14616,Kyrgyzstan,2001,male,15-24 years,119,495353,,1525112242,24.023272292688244,Millenials
14617,Kyrgyzstan,2001,female,75+ years,5,57933,,1525112242,8.630659555003193,G. I. Generation
14618,Kyrgyzstan,2001,female,55-74 years,13,214506,,1525112242,6.0604365379057,Boomers
14619,Kyrgyzstan,2001,female,35-54 years,3,530196,,1525112242,0.5658284860693027,Generation X
14620,Kyrgyzstan,2001,male,05-14 years,22,594237,,1525112242,3.702226552705402,Generation Z
14621,Kyrgyzstan,2001,female,15-24 years,18,487701,,1525112242,3.6907859528686635,Millenials
14622,Kyrgyzstan,2001,female,25-34 years,9,378112,,1525112242,2.380247122545701,Generation X
14623,Kyrgyzstan,2001,female,05-14 years,2,579379,,1525112242,0.3451971852621514,Generation Z
14624,Kyrgyzstan,2002,male,35-54 years,19,519663,,1605640633,3.6562156628430347,Generation X
14625,Kyrgyzstan,2002,male,55-74 years,5,170209,,1605640633,2.937564993625484,Boomers
14626,Kyrgyzstan,2002,male,25-34 years,16,387433,,1605640633,4.12974630452233,Generation X
14627,Kyrgyzstan,2002,male,75+ years,8,30232,,1605640633,26.462026991267532,G. I. Generation
14628,Kyrgyzstan,2002,male,15-24 years,96,508597,,1605640633,18.87545541951683,Millenials
14629,Kyrgyzstan,2002,female,75+ years,5,60154,,1605640633,8.311999202048076,G. I. Generation
14630,Kyrgyzstan,2002,female,55-74 years,16,211702,,1605640633,7.557793502187036,Boomers
14631,Kyrgyzstan,2002,female,35-54 years,4,544358,,1605640633,0.7348105474705984,Generation X
14632,Kyrgyzstan,2002,female,15-24 years,27,501146,,1605640633,5.387651502755684,Millenials
14633,Kyrgyzstan,2002,male,05-14 years,17,586103,,1605640633,2.900514073464903,Generation Z
14634,Kyrgyzstan,2002,female,25-34 years,1,383200,,1605640633,0.2609603340292276,Generation X
14635,Kyrgyzstan,2002,female,05-14 years,2,570366,,1605640633,0.3506520374636637,Generation Z
14636,Kyrgyzstan,2003,male,55-74 years,61,168167,,1919012781,36.27346625675668,Boomers
14637,Kyrgyzstan,2003,male,35-54 years,154,533937,,1919012781,28.842354060497772,Generation X
14638,Kyrgyzstan,2003,male,25-34 years,97,392508,,1919012781,24.71287209432674,Generation X
14639,Kyrgyzstan,2003,male,15-24 years,71,521648,,1919012781,13.610710670797166,Millenials
14640,Kyrgyzstan,2003,male,75+ years,3,33273,,1919012781,9.01631953836444,Silent
14641,Kyrgyzstan,2003,female,15-24 years,28,514477,,1919012781,5.442420166499183,Millenials
14642,Kyrgyzstan,2003,female,55-74 years,11,209349,,1919012781,5.25438382796192,Boomers
14643,Kyrgyzstan,2003,female,35-54 years,27,559149,,1919012781,4.82876657205861,Generation X
14644,Kyrgyzstan,2003,female,75+ years,3,62686,,1919012781,4.785757585425773,Silent
14645,Kyrgyzstan,2003,female,25-34 years,11,388125,,1919012781,2.8341384863123995,Generation X
14646,Kyrgyzstan,2003,male,05-14 years,11,577114,,1919012781,1.9060358958541987,Generation Z
14647,Kyrgyzstan,2003,female,05-14 years,2,560410,,1919012781,0.3568815688513767,Generation Z
14648,Kyrgyzstan,2004,male,55-74 years,52,168247,,2211535312,30.90694039121054,Boomers
14649,Kyrgyzstan,2004,male,35-54 years,144,547492,,2211535312,26.30175418088301,Generation X
14650,Kyrgyzstan,2004,male,75+ years,9,36115,,2211535312,24.920393188425862,Silent
14651,Kyrgyzstan,2004,male,25-34 years,79,398567,,2211535312,19.82100876389666,Generation X
14652,Kyrgyzstan,2004,male,15-24 years,69,534156,,2211535312,12.917574641116078,Millenials
14653,Kyrgyzstan,2004,female,75+ years,7,65492,,2211535312,10.688328345446772,Silent
14654,Kyrgyzstan,2004,female,35-54 years,33,573681,,2211535312,5.75232576989651,Generation X
14655,Kyrgyzstan,2004,female,15-24 years,18,527482,,2211535312,3.4124387182880174,Millenials
14656,Kyrgyzstan,2004,female,25-34 years,8,393627,,2211535312,2.032380908829933,Generation X
14657,Kyrgyzstan,2004,female,55-74 years,4,208976,,2211535312,1.914095398514662,Boomers
14658,Kyrgyzstan,2004,male,05-14 years,1,567893,,2211535312,0.1760895098196315,Generation Z
14659,Kyrgyzstan,2004,female,05-14 years,5,550550,,2211535312,0.9081827263645446,Generation Z
14660,Kyrgyzstan,2005,male,25-34 years,15,403759,0.614,2460248026,3.7150874655425636,Generation X
14661,Kyrgyzstan,2005,male,75+ years,9,36921,0.614,2460248026,24.37637117087836,Silent
14662,Kyrgyzstan,2005,male,35-54 years,136,559702,0.614,2460248026,24.29864463589553,Generation X
14663,Kyrgyzstan,2005,male,55-74 years,36,169790,0.614,2460248026,21.202662112020732,Boomers
14664,Kyrgyzstan,2005,male,15-24 years,82,545608,0.614,2460248026,15.029105145085849,Millenials
14665,Kyrgyzstan,2005,female,15-24 years,26,538067,0.614,2460248026,4.832111986053781,Millenials
14666,Kyrgyzstan,2005,female,25-34 years,19,399373,0.614,2460248026,4.757457314340228,Generation X
14667,Kyrgyzstan,2005,female,35-54 years,23,586545,0.614,2460248026,3.921267762916741,Generation X
14668,Kyrgyzstan,2005,female,55-74 years,8,210976,0.614,2460248026,3.791900500530866,Boomers
14669,Kyrgyzstan,2005,male,05-14 years,18,556340,0.614,2460248026,3.235431570622281,Generation Z
14670,Kyrgyzstan,2005,female,75+ years,2,68792,0.614,2460248026,2.9073148040469823,Silent
14671,Kyrgyzstan,2005,female,05-14 years,6,538660,0.614,2460248026,1.1138751717224222,Generation Z
14672,Kyrgyzstan,2006,male,75+ years,13,38110,,2834168889,34.11178168459722,Silent
14673,Kyrgyzstan,2006,male,25-34 years,16,407653,,2834168889,3.9249067221386817,Millenials
14674,Kyrgyzstan,2006,male,35-54 years,129,571501,,2834168889,22.57213898138411,Generation X
14675,Kyrgyzstan,2006,male,55-74 years,26,172375,,2834168889,15.08339376359681,Boomers
14676,Kyrgyzstan,2006,male,15-24 years,78,554568,,2834168889,14.065001947461807,Millenials
14677,Kyrgyzstan,2006,female,75+ years,7,69777,,2834168889,10.031958954956504,Silent
14678,Kyrgyzstan,2006,female,55-74 years,16,213524,,2834168889,7.493302860568367,Boomers
14679,Kyrgyzstan,2006,female,15-24 years,34,545445,,2834168889,6.233442418575659,Millenials
14680,Kyrgyzstan,2006,female,35-54 years,22,599170,,2834168889,3.6717459151826692,Generation X
14681,Kyrgyzstan,2006,female,25-34 years,13,404839,,2834168889,3.211153075667117,Millenials
14682,Kyrgyzstan,2006,male,05-14 years,14,543641,,2834168889,2.5752288734661293,Generation Z
14683,Kyrgyzstan,2006,female,05-14 years,5,525872,,2834168889,0.9508017160069371,Generation Z
14684,Kyrgyzstan,2007,male,35-54 years,132,581104,,3802566171,22.715383132795505,Generation X
14685,Kyrgyzstan,2007,male,25-34 years,86,409642,,3802566171,20.993941050966452,Millenials
14686,Kyrgyzstan,2007,male,55-74 years,34,175553,,3802566171,19.367370537672382,Boomers
14687,Kyrgyzstan,2007,male,15-24 years,9,560422,,3802566171,1.6059326721649043,Millenials
14688,Kyrgyzstan,2007,male,75+ years,4,38996,,3802566171,10.257462303826033,Silent
14689,Kyrgyzstan,2007,female,75+ years,7,70578,,3802566171,9.918104791861486,Silent
14690,Kyrgyzstan,2007,female,15-24 years,41,551054,,3802566171,7.4402871587902455,Millenials
14691,Kyrgyzstan,2007,female,35-54 years,31,609740,,3802566171,5.084134221143438,Generation X
14692,Kyrgyzstan,2007,female,25-34 years,19,408305,,3802566171,4.653384112366981,Millenials
14693,Kyrgyzstan,2007,male,05-14 years,2,532114,,3802566171,0.3758593083437008,Generation Z
14694,Kyrgyzstan,2007,female,55-74 years,8,217017,,3802566171,3.6863471525272216,Boomers
14695,Kyrgyzstan,2007,female,05-14 years,1,514115,,3802566171,0.19450901062991743,Generation Z
14696,Kyrgyzstan,2008,male,35-54 years,132,589771,,5139957785,22.381568439275583,Generation X
14697,Kyrgyzstan,2008,male,25-34 years,92,411703,,5139957785,22.34620588142423,Millenials
14698,Kyrgyzstan,2008,male,55-74 years,39,179949,,5139957785,21.672807295400364,Boomers
14699,Kyrgyzstan,2008,male,75+ years,8,39326,,5139957785,20.342775771754056,Silent
14700,Kyrgyzstan,2008,male,15-24 years,89,564626,,5139957785,15.76264642435878,Millenials
14701,Kyrgyzstan,2008,female,75+ years,7,70443,,5139957785,9.937112275172835,Silent
14702,Kyrgyzstan,2008,female,25-34 years,25,411780,,5139957785,6.071203069600272,Millenials
14703,Kyrgyzstan,2008,female,55-74 years,12,222318,,5139957785,5.397673602677246,Boomers
14704,Kyrgyzstan,2008,female,35-54 years,32,618891,,5139957785,5.17053891557641,Generation X
14705,Kyrgyzstan,2008,male,05-14 years,19,523285,,5139957785,3.6309085870988085,Generation Z
14706,Kyrgyzstan,2008,female,15-24 years,18,554497,,5139957785,3.2461852814352468,Millenials
14707,Kyrgyzstan,2008,female,05-14 years,0,504335,,5139957785,0.0,Generation Z
14708,Kyrgyzstan,2009,male,25-34 years,18,419968,,4690062255,4.286040841206949,Millenials
14709,Kyrgyzstan,2009,male,35-54 years,136,590398,,4690062255,23.035308385191005,Generation X
14710,Kyrgyzstan,2009,male,55-74 years,26,182750,,4690062255,14.227086183310533,Boomers
14711,Kyrgyzstan,2009,male,15-24 years,8,598601,,4690062255,1.336449488056318,Millenials
14712,Kyrgyzstan,2009,male,75+ years,4,36444,,4690062255,10.975743606629349,Silent
14713,Kyrgyzstan,2009,female,15-24 years,37,591310,,4690062255,6.257293128815681,Millenials
14714,Kyrgyzstan,2009,female,25-34 years,21,414721,,4690062255,5.063645197614782,Millenials
14715,Kyrgyzstan,2009,female,75+ years,3,63956,,4690062255,4.690724873350429,Silent
14716,Kyrgyzstan,2009,female,55-74 years,1,232290,,4690062255,0.4304963623057385,Boomers
14717,Kyrgyzstan,2009,female,35-54 years,21,627216,,4690062255,3.3481288742634114,Generation X
14718,Kyrgyzstan,2009,male,05-14 years,8,531076,,4690062255,1.5063757352996558,Generation Z
14719,Kyrgyzstan,2009,female,05-14 years,4,511404,,4690062255,0.7821604836880431,Generation Z
14720,Kyrgyzstan,2010,male,25-34 years,122,429972,0.634,4794357795,28.3739406286921,Millenials
14721,Kyrgyzstan,2010,male,75+ years,1,36816,0.634,4794357795,2.7162103433289873,Silent
14722,Kyrgyzstan,2010,male,35-54 years,131,597153,0.634,4794357795,21.93742642170432,Generation X
14723,Kyrgyzstan,2010,male,55-74 years,38,189553,0.634,4794357795,20.047163590130467,Boomers
14724,Kyrgyzstan,2010,male,15-24 years,86,597408,0.634,4794357795,14.395521988322889,Millenials
14725,Kyrgyzstan,2010,female,75+ years,6,64212,0.634,4794357795,9.344047841524949,Silent
14726,Kyrgyzstan,2010,female,15-24 years,4,588624,0.634,4794357795,0.6795509527304358,Millenials
14727,Kyrgyzstan,2010,female,55-74 years,11,240446,0.634,4794357795,4.574831770958968,Boomers
14728,Kyrgyzstan,2010,female,35-54 years,27,635294,0.634,4794357795,4.250000787037183,Generation X
14729,Kyrgyzstan,2010,female,25-34 years,17,424270,0.634,4794357795,4.006882409786221,Millenials
14730,Kyrgyzstan,2010,male,05-14 years,8,526711,0.634,4794357795,1.5188594884101527,Generation Z
